Date,Nifty 50 Open,Nifty 50 High,Nifty 50 Low,Nifty 50 Close,Nifty 50 Shares Traded,Nifty 50 Turnover (Rs. Cr),Nifty 50 P/E,Nifty 50 P/B,Nifty 50 Div Ratio,Bond Price,Bond Open,Bond High,Bond Low,Bond Change %,GOLD Traded,GOLD  Value (Lacs),OIL Traded ,Oil Value (Lacs),INR-USD Conversion
22-Mar-16,7784.3,7814.3,7732.75,7803.1,302731909,11257.91,20.98,3.01,1.54,7.506,7.516,7.516,7.506,0,21194,617889.23,206146,571108.57,66.6774
23-Mar-16,7806.2,7815.65,7762.05,7806.3,280173537,9731.1,20.99,3.01,1.54,7.511,7.514,7.514,7.511,0.0007,21339,613391.42,184238,503162.83,66.7951
28-Mar-16,7829.75,7830.15,7676.5,7701.9,324184518,12013.72,20.71,2.97,1.56,7.5,7.507,7.507,7.5,-0.0015,11533,328266.84,174225,462509.31,66.7956
29-Mar-16,7692.8,7737.8,7664.95,7686.05,300816676,12694.15,20.67,2.96,1.56,7.514,7.5,7.514,7.5,0.0019,21347,609999.31,185915,480841.84,66.4812
30-Mar-16,7739.05,7828.95,7733.85,7822.9,322744653,12508.96,21.03,3.01,1.53,7.493,7.493,7.493,7.493,-0.0028,21834,625955.38,254845,662062.22,66.4371
31-Mar-16,7818.55,7859.15,7792.15,7832.15,538220262,20183.83,21.06,3.02,1.53,7.463,7.46,7.463,7.46,-0.004,19760,565837.69,222159,567002.35,66.2491
1-Apr-16,7812.35,7836.7,7764.85,7810.7,293025056,10106.29,21.34,3.15,1.5,#N/A,#N/A,#N/A,#N/A,#N/A,21128,604324.28,236402,591446.52,66.2365
4-Apr-16,7833.2,7858.35,7802.55,7853.1,248402728,8254.32,21.46,3.16,1.49,7.414,7.44,7.44,7.414,-0.0066,11468,325476.24,207093,505098.47,66.1554
5-Apr-16,7830.05,7830.05,7689.4,7701.7,313617147,10536.02,21.05,3.1,1.52,7.462,7.431,7.462,7.431,0.0065,19833,570268,197547,470212.39,66.3867
6-Apr-16,7732.1,7732.8,7690.45,7718.45,275464320,9125.06,21.09,3.11,1.52,7.462,7.468,7.468,7.462,0,13426,385412.89,259730,646165.05,66.4847
7-Apr-16,7736.1,7736.1,7644.6,7655.1,325842217,9405.34,20.91,3.08,1.53,7.449,7.456,7.456,7.449,-0.0017,22219,643016.54,210191,527030.56,66.6476
8-Apr-16,7650.95,7678.25,7635.6,7668.4,223881380,7552.09,20.95,3.09,1.52,#N/A,#N/A,#N/A,#N/A,#N/A,16171,468652.07,241893,631087.24,66.561
11-Apr-16,7689.85,7785.15,7633.45,7778.6,278448057,9032.7,21.25,3.13,1.5,7.418,7.447,7.447,7.418,-0.0042,16682,488348.21,239940,640058.43,66.3927
12-Apr-16,7779.4,7827.65,7774.85,7819.4,257471313,9145.02,21.36,3.15,1.49,7.417,7.404,7.417,7.404,-0.0001,16043,471158.58,244162,666963.04,66.3409
13-Apr-16,7887.35,7968.7,7887.35,7954.6,348266085,12711.71,21.73,3.2,1.47,7.437,7.419,7.437,7.419,0.0027,15222,444024.55,255838,712481.87,66.5151
18-Apr-16,8004.9,8027.75,7948.7,8022.3,288595065,12752.39,21.87,3.23,1.46,7.417,7.431,7.431,7.417,-0.0027,14142,411083.7,311618,819630.4,66.4972
20-Apr-16,8056.85,8056.85,7988.7,8023.95,350501769,13065.3,21.79,3.23,1.46,7.438,7.435,7.438,7.435,0.0028,14347,420269.04,267637,755918.19,66.2039
21-Apr-16,8063.2,8086.65,7993.65,8021.25,353428551,12317.93,21.79,3.23,1.46,7.476,7.463,7.476,7.463,0.0051,25012,737529.77,212741,622749.94,66.4229
22-Apr-16,8003.3,8035.45,7986.7,8012.15,304836648,9927.22,21.77,3.19,1.42,7.456,7.463,7.463,7.456,-0.0027,16254,475799.18,207605,608677.91,66.5629
25-Apr-16,8007.4,8020.85,7940.15,7966.4,237721343,9341.37,21.61,3.17,1.42,7.47,7.445,7.47,7.445,0.0019,14575,425388.09,217472,632114.19,66.6658
26-Apr-16,7942.05,8077.15,7934.65,8066.25,315279155,12208.15,21.81,3.21,1.41,7.472,7.491,7.491,7.472,0.0003,16012,466831.61,186400,540564.54,66.5115
27-Apr-16,8048.75,8097.1,8048.4,8084.75,347072106,11556.45,21.86,3.22,1.4,7.463,7.46,7.463,7.46,-0.0012,16322,478919.35,227947,679410.28,66.4151
28-Apr-16,8075.5,8098.55,7945.2,7956.2,471059111,18130.45,21.52,3.17,1.43,7.443,7.444,7.444,7.443,-0.0027,18460,545488.67,171391,519799.36,66.4792
29-Apr-16,7954.75,7999.2,7899.6,7963.65,426028305,12308.81,21.41,3.17,1.42,7.437,7.456,7.456,7.437,-0.0008,23861,717859.42,201705,620557.15,66.4202
2-May-16,7939.9,7960.05,7909.05,7945.25,329727964,8803.6,21.28,3.17,1.43,7.441,7.432,7.441,7.432,0.0005,17594,534473.03,191588,579106.86,66.3952
3-May-16,7965.9,8024.8,7872.1,7882.25,311201703,11509.17,21.12,3.14,1.44,7.442,7.444,7.444,7.442,0.0001,22980,696259.82,216687,639173.01,66.5157
4-May-16,7858,7877.85,7818.35,7828.15,317078802,10089.22,20.89,3.12,1.45,7.432,7.435,7.435,7.432,-0.0013,22051,664265.92,256865,755112.88,66.5816
5-May-16,7852.1,7895.65,7824.75,7854.75,296769475,10537.66,20.96,3.13,1.44,7.435,7.429,7.435,7.429,0.0004,19412,583422.4,275712,829481.16,66.5845
6-May-16,7839.85,7864.05,7803.05,7859.45,258824116,8140.2,20.93,3.13,1.44,7.435,7.431,7.435,7.431,0,25435,769179.29,258613,764901.7,66.6402
9-May-16,7882.7,7991,7882.7,7982.8,238002284,9479.03,21.24,3.18,1.42,7.425,7.423,7.425,7.423,-0.0013,18612,558100.11,240687,716545.18,66.7041
10-May-16,7990.65,8012.75,7956.85,8001.95,248171599,9324.51,21.29,3.19,1.42,7.428,7.429,7.429,7.428,0.0004,15099,449457.95,246675,723472.57,66.6448
11-May-16,7918.65,8010.65,7895.95,7969.55,349344711,11566.19,21.2,3.18,1.42,7.428,7.428,7.428,7.428,0,16349,490173.49,288246,866482.68,66.6333
12-May-16,7992.6,8036.25,7976.6,8026.4,242471572,9493.79,21.35,3.2,1.41,7.423,7.425,7.425,7.423,-0.0007,17495,522946.62,233026,721647.67,66.7075
13-May-16,8008.3,8012.55,7917.75,7941.5,280856568,12508.35,21.13,3.16,1.43,7.45,7.45,7.45,7.45,0.0036,17297,517989.15,187050,577986.83,66.8747
16-May-16,7958.75,7992.55,7899.8,7979.95,296598656,9709.38,21.47,3.17,1.42,7.454,7.457,7.457,7.454,0.0005,15941,480373.15,164772,522050.45,66.8395
17-May-16,8016,8055.25,7997.05,8006.5,288875604,10919.94,21.55,3.18,1.42,7.454,7.458,7.458,7.454,0,17239,517449.97,185745,596790.95,66.8071
18-May-16,7965.25,8000.25,7929.65,7989.05,290275923,9787.67,21.51,3.18,1.42,7.476,7.467,7.476,7.467,0.003,14485,434735.09,234299,762643.63,66.772
19-May-16,7994.8,7994.8,7885,7900.2,278717525,9578.01,21.27,3.14,1.44,7.47,7.483,7.483,7.47,-0.0008,17539,521676.44,246955,792833.34,66.9708
20-May-16,7911.5,7929.2,7849.7,7863.35,247880788,8794.99,21.13,3.12,1.44,7.479,7.471,7.479,7.471,0.0012,14110,420209.45,178676,588658.18,67.4201
23-May-16,7924.85,7925.85,7838.05,7844.6,246618846,8966.99,21.07,3.11,1.45,7.466,7.47,7.47,7.466,-0.0017,11785,349676.27,171328,555767.61,67.4419
24-May-16,7852.35,7868.9,7825.5,7857,256451681,8805.31,21.37,3.12,1.45,7.466,7.463,7.466,7.463,0,20134,594270.67,181193,594994.77,67.6293
25-May-16,7919.6,8036.45,7919.4,8029.85,307076578,10820.36,22.18,3.19,1.41,7.464,7.464,7.464,7.464,-0.0003,18837,546887.42,177368,589371.84,67.3769
26-May-16,8066.5,8170.65,8042.5,8159.05,439150180,16163.11,22.51,3.24,1.39,7.471,7.467,7.471,7.467,0.0009,19611,568180.56,165436,553593.65,67.0917
27-May-16,8173.5,8260.7,8173.5,8251.9,400676887,14381.01,22.68,3.28,1.37,7.471,7.469,7.471,7.469,0,16895,485197.33,153788,507298.33,66.9839
30-May-16,8265.15,8297,8245.75,8276.1,372027711,11466.11,22.89,3.29,1.37,7.461,7.46,7.461,7.46,-0.0013,16215,463636.98,86838,289906.09,67.1439
31-May-16,8305.45,8305.45,8230.05,8254.8,809199588,28523.06,22.84,3.28,1.37,7.471,7.469,7.471,7.469,0.0013,17870,514441.89,126579,423473.36,67.1782
1-Jun-16,8275.05,8312.9,8264.35,8272.6,366379828,11288.13,22.89,3.29,1.37,7.488,7.489,7.489,7.488,0.0023,15584,451784.48,180689,593256.41,67.3843
2-Jun-16,8252.55,8324.8,8249.25,8314.4,310924981,10855.93,23.08,3.31,1.36,7.485,7.482,7.485,7.482,-0.0004,12624,365218.55,216515,712949.64,67.3146
3-Jun-16,8342.55,8359.45,8307.55,8316.4,509355072,13433.16,23.08,3.31,1.37,7.489,7.489,7.489,7.489,0.0005,19094,557629.74,188646,619892.89,66.972
6-Jun-16,8323.5,8331.1,8278.4,8292.45,264510153,9633.44,23.02,3.3,1.37,7.473,7.473,7.473,7.473,-0.0021,12712,374157.6,147755,489400.73,66.807
7-Jun-16,8327.1,8381.75,8309.3,8354.2,347869886,12835.84,23.01,3.32,1.36,7.483,7.48,7.483,7.48,0.0013,14127,414178.7,136059,454733.34,66.7351
8-Jun-16,8373.35,8374.3,8344.3,8366.25,282100777,9895.3,23.05,3.32,1.36,7.489,7.485,7.489,7.485,0.0008,16383,484446.98,187495,636386.33,66.5862
9-Jun-16,8369.65,8369.65,8285.15,8302.9,299177326,10116.13,22.87,3.3,1.37,7.488,7.491,7.491,7.488,-0.0001,17668,526039.31,157631,534845.32,66.6998
10-Jun-16,8285.1,8360.9,8261.3,8267.45,295806585,9969.29,22.78,3.27,1.34,7.492,7.494,7.494,7.492,0.0005,17738,531527.85,141201,469933.34,66.8213
13-Jun-16,8199.95,8219.85,8160.15,8207.45,256471761,9049.96,22.61,3.24,1.35,7.525,7.498,7.525,7.498,0.0044,17789,540191.3,161204,527410.06,67.2163
14-Jun-16,8230.45,8230.45,8168.7,8208.7,245576140,7785.89,22.61,3.24,1.35,7.519,7.538,7.538,7.519,-0.0008,20064,610808.02,123305,401402.83,67.2511
15-Jun-16,8239.3,8308.4,8224.1,8301.45,270424714,8929.18,22.87,3.28,1.33,7.517,7.516,7.517,7.516,-0.0003,16151,491365.44,198219,640945.61,67.1259
16-Jun-16,8279.1,8279.1,8176.4,8243.65,322050062,10178.7,22.71,3.26,1.34,7.506,7.506,7.506,7.506,-0.0015,31457,974355.93,186750,590660.94,67.2958
17-Jun-16,8280.55,8297.15,8235.65,8268.9,286586315,9845.12,22.78,3.25,1.34,7.503,7.5,7.503,7.5,-0.0004,20394,621451.05,171735,544606.23,67.1023
20-Jun-16,8214.45,8339.45,8206.55,8334.3,291617774,9554.17,22.96,3.27,1.33,7.496,7.525,7.525,7.496,-0.0009,19286,588779.54,190643,632110.05,67.4639
21-Jun-16,8351.65,8351.65,8306.95,8321.15,255473469,8302.17,22.92,3.27,1.33,7.498,7.487,7.498,7.487,0.0003,21519,654480.27,159934,535863.8,67.5578
22-Jun-16,8316.25,8339.4,8259.3,8307.45,232985195,8260.3,22.89,3.26,1.33,7.476,7.491,7.491,7.476,-0.0029,17193,518425.02,204563,689783.73,67.4418
23-Jun-16,8306.6,8379.2,8288.1,8366.35,266538569,8717.69,23.05,3.29,1.32,7.481,7.478,7.481,7.478,0.0007,24202,725949.18,161772,542132.66,67.732
24-Jun-16,8130.95,8201.45,8025.15,8192.85,497748969,16653.51,22.57,3.19,1.35,7.476,7.475,7.476,7.475,-0.0007,46243,1458445.65,276724,902669.99,67.7665
27-Jun-16,8148.6,8234.7,8148.6,8210.25,265118178,9694.94,22.62,3.19,1.34,7.459,7.46,7.46,7.459,-0.0023,22049,696760.92,212252,679703.09,67.9362
28-Jun-16,8215.6,8263.45,8213.6,8248.45,270058968,10067.86,22.72,3.21,1.34,7.453,7.445,7.453,7.445,-0.0008,22899,716649.79,216096,696857.22,67.8611
29-Jun-16,8293.05,8334.7,8282.3,8326.7,283532640,9796.18,22.94,3.24,1.32,7.444,7.448,7.448,7.444,-0.0012,19831,621788.35,177118,584416.13,67.617
30-Jun-16,8381.95,8430.15,8367.65,8416.2,476675326,16734.29,23.18,3.27,1.31,7.45,7.438,7.45,7.438,0.0008,18535,578617.71,172351,572129.88,67.4276
1-Jul-16,8442.8,8491.05,8442.8,8469.85,288631827,10294.84,23.33,3.29,1.3,7.419,7.419,7.419,7.419,-0.0042,18211,573859.44,164948,538452.54,67.2795
4-Jul-16,8518,8543.05,8510.25,8516.6,283888993,9403.05,23.46,3.31,1.29,7.426,7.425,7.426,7.425,0.0009,17173,546131.3,100705,332666.95,67.2249
5-Jul-16,8523.75,8523.75,8467.05,8485.5,276493951,8485.63,23.38,3.3,1.3,7.394,7.415,7.415,7.394,-0.0043,22194,705310.55,160692,514834.4,67.5438
7-Jul-16,8492.2,8508.75,8468.35,8485.6,295213094,10318.48,23.38,3.3,1.3,7.382,7.373,7.382,7.373,-0.0016,20886,667975.41,239863,761081.78,67.573
8-Jul-16,8499,8499,8437.1,8476.05,260971665,9540.61,23.35,3.3,1.3,7.385,7.382,7.385,7.382,0.0004,24460,775003.69,185155,567450.27,67.2321
11-Jul-16,8565.95,8629.2,8562.35,8622.2,285709774,10842.12,23.75,3.35,1.28,7.384,7.385,7.385,7.384,-0.0001,12575,398660.48,169884,515612.41,67.1243
12-Jul-16,8656.65,8683.4,8635.55,8678.65,339462810,11497.08,23.89,3.37,1.27,7.337,7.321,7.337,7.321,-0.0064,19831,622234.05,201624,621610.27,67.0411
13-Jul-16,8698.6,8703.9,8649.15,8671.7,402141418,12861.01,23.87,3.37,1.27,7.284,7.303,7.303,7.284,-0.0072,14510,453425.99,215111,660797.98,67.1423
14-Jul-16,8670.6,8720.95,8658,8716.7,294404472,10203.4,24.06,3.39,1.26,7.287,7.288,7.288,7.287,0.0004,25391,785943.35,198439,603790.52,66.8539
15-Jul-16,8722.95,8752.85,8674.8,8700.1,368410408,15799.03,24.01,3.38,1.27,7.272,7.282,7.282,7.272,-0.0021,20822,645473.05,179183,550461.23,67.0569
18-Jul-16,8723.75,8743.5,8649.75,8662.55,277134837,10846.82,23.9,3.37,1.27,7.294,7.286,7.294,7.286,0.003,17002,527332.09,146124,447134.99,67.0962
19-Jul-16,8669.4,8695.2,8628.4,8684.35,305199536,11109.74,23.96,3.38,1.27,7.282,7.273,7.282,7.273,-0.0016,14595,453343.41,166796,508998.61,67.1504
20-Jul-16,8675.45,8730.65,8675.45,8727.1,293702224,10950.87,24.08,3.39,1.26,7.27,7.269,7.27,7.269,-0.0016,19422,600182.25,200773,617033.79,67.1728
21-Jul-16,8749.75,8750.4,8675.2,8680.85,303375575,11105.3,23.95,3.38,1.27,7.264,7.273,7.273,7.264,-0.0008,19907,614403.94,154917,476200.55,67.1482
22-Jul-16,8692.8,8729.2,8661.9,8725.3,317441053,10089.79,24.08,3.39,1.26,7.251,7.242,7.251,7.242,-0.0018,14093,435583.91,169076,507209.06,67.3057
25-Jul-16,8711.3,8825.55,8711.05,8821.55,322301356,12015.62,24.34,3.37,1.27,7.249,7.237,7.249,7.237,-0.0003,15189,468146.82,134674,398103.23,67.5348
26-Jul-16,8822.3,8838.9,8768.3,8781.5,302073481,12903.34,24.23,3.33,1.32,7.25,7.252,7.252,7.25,0.0001,16921,523016.48,177146,514730.69,67.2525
27-Jul-16,8794.15,8852.7,8763.4,8811.75,323899586,15109.84,24.32,3.34,1.31,7.253,7.247,7.253,7.247,0.0004,15772,487768.2,206312,593153.09,67.1525
28-Jul-16,8831.85,8868.95,8820.25,8860.5,440320877,18432.57,24.38,3.35,1.31,7.19,7.217,7.217,7.19,-0.0087,23148,723738.54,176913,497655.03,67.0513
29-Jul-16,8865.15,8874.5,8832.65,8839,306255007,12689.92,24.32,3.33,1.31,7.164,7.19,7.19,7.164,-0.0036,32238,1009976.03,191831,529567.72,66.8615
1-Aug-16,8859.25,8917.45,8790.35,8841.45,339234138,13744.17,24.33,3.33,1.31,7.138,7.128,7.138,7.128,-0.0036,11142,351132.39,184925,507519.11,66.7246
2-Aug-16,8855.25,8892.3,8811.2,8819.95,317871032,12726.22,24.27,3.32,1.31,7.175,7.162,7.175,7.162,0.0052,15532,492514.77,228440,615295.38,66.736
3-Aug-16,8834.65,8834.65,8713.15,8727.95,282622282,12141.21,24.01,3.29,1.33,7.196,7.19,7.196,7.19,0.0029,15777,501977.69,272908,734702.77,66.7905
4-Aug-16,8785.25,8787.35,8701.9,8741.85,287942087,10974.43,24.05,3.29,1.33,7.172,7.178,7.178,7.172,-0.0033,15650,496471.67,217227,599492.7,66.8412
5-Aug-16,8792.15,8887.5,8789.7,8881.9,297896393,11838.22,24.44,3.34,1.3,7.168,7.16,7.168,7.16,-0.0006,19444,612542.66,183661,512433.85,66.8121
8-Aug-16,8914.25,8931.8,8898.1,8921,285744676,11786.52,24.54,3.36,1.3,7.173,7.185,7.185,7.173,0.0007,11360,353676.62,168984,482812.38,66.8039
9-Aug-16,8937.55,8938.05,8844.95,8883.65,312871458,12332.3,24.44,3.34,1.3,7.125,7.121,7.125,7.121,-0.0067,15491,482896.63,217248,626317.94,66.8158
10-Aug-16,8892.5,8894.65,8760.8,8771.4,307668393,12039.63,24.13,3.3,1.32,7.101,7.082,7.101,7.082,-0.0034,14723,463197.91,245872,699640.17,66.7537
11-Aug-16,8770,8798.85,8727.5,8789.7,314320416,12239.97,24.18,3.28,1.31,7.083,7.083,7.083,7.083,-0.0025,14752,462846.87,268496,761715.34,66.7455
12-Aug-16,8802.85,8881.85,8802.85,8871.5,387266149,15232.19,24.41,3.3,1.3,7.103,7.088,7.103,7.088,0.0028,19818,620953.84,268909,790668.11,66.8711
16-Aug-16,8873.9,8890.2,8809.2,8853.05,343328079,14055.52,24.36,3.29,1.3,7.106,7.1,7.106,7.1,0.0004,17341,544913.18,224587,691107.78,66.8504
17-Aug-16,8851.85,8883.85,8821.75,8846.85,292839699,10824.36,24.34,3.29,1.3,#N/A,#N/A,#N/A,#N/A,#N/A,10852,340365.63,261260,812180.85,66.8556
18-Aug-16,8871.45,8908.9,8871.45,8894.85,273985207,10419.17,24.47,3.31,1.29,7.142,7.117,7.142,7.117,0.0051,11777,370496.77,189264,602055.27,66.8628
19-Aug-16,8916.9,8916.9,8871.25,8893,330071760,11048.9,24.47,3.27,1.3,7.102,7.135,7.135,7.102,-0.0056,16092,505655.37,198927,647245.69,67.0534
22-Aug-16,8893.45,8910.45,8837.8,8851.95,255164796,9587.9,24.35,3.26,1.3,7.157,7.159,7.159,7.157,0.0077,12937,404940.91,171483,555075.94,67.2067
23-Aug-16,8850.9,8854.25,8793.95,8846.55,295341641,10050.26,24.46,3.25,1.3,7.158,7.161,7.161,7.158,0.0001,13896,435802.38,233770,745919.14,67.1481
24-Aug-16,8862.75,8884.35,8846.25,8874.55,240930345,10024.13,24.54,3.26,1.3,7.136,7.155,7.155,7.136,-0.0031,16562,516834.95,212803,675734.23,67.2155
25-Aug-16,8894.25,8909.4,8809.2,8816.7,346804998,14558.73,24.38,3.24,1.31,7.123,7.12,7.123,7.12,-0.0018,12083,374203.41,166889,526365.13,67.0665
26-Aug-16,8840.35,8851.95,8779.25,8803.9,259904013,9613.32,24.29,3.24,1.27,7.129,7.124,7.129,7.124,0.0008,18791,584035.13,204729,654150.65,67.1108
29-Aug-16,8814.65,8847.55,8773.1,8835.15,228858454,9132.25,24.37,3.24,1.28,7.123,7.142,7.142,7.123,-0.0008,10157,314787.14,122449,387342.12,67.1489
30-Aug-16,8874.2,8967.15,8873.4,8962.55,242607523,10710.92,24.73,3.29,1.27,7.11,7.11,7.11,7.11,-0.0018,16129,499096.09,163253,515421.1,67.1118
31-Aug-16,8975.35,9037.3,8975.35,9000.5,507593364,26262.11,24.83,3.3,1.26,7.11,7.101,7.11,7.101,0,13337,410411.9,210230,643883.27,66.9806
1-Sep-16,9009.3,9029,8971.45,8987.8,393850779,12443.83,24.8,3.3,1.26,7.12,7.111,7.12,7.111,0.0014,13792,423930.37,200066,594137.6,66.9115
2-Sep-16,9008.1,9035.5,8981.45,9022.25,299971279,10523.8,24.89,3.31,1.26,7.119,7.109,7.119,7.109,-0.0001,19728,609048.84,244024,717719.43,66.7346
6-Sep-16,9065.95,9167.5,9065.95,9160.45,298469630,12258.78,25.27,3.36,1.24,7.097,7.096,7.097,7.096,-0.0031,14066,437673.59,196613,584604.98,66.3816
7-Sep-16,9187.05,9188.15,9137.05,9142.55,457468274,15199.16,25.22,3.34,1.26,7.055,7.055,7.055,7.055,-0.0059,11654,365419.94,226664,680090.72,66.4559
8-Sep-16,9144.15,9184.7,9125.2,9177.9,355558545,13880.21,25.32,3.35,1.26,7.045,7.042,7.045,7.042,-0.0014,11661,365013.04,241131,749296.25,66.5042
9-Sep-16,9163.75,9163.75,9082.2,9090.75,317766570,13098.5,25.08,3.32,1.27,7.059,7.044,7.059,7.044,0.002,10324,322300.4,164677,513863.95,66.773
12-Sep-16,8954.4,8966.3,8903.4,8918.95,332333864,12818.3,24.61,3.26,1.29,7.085,7.085,7.085,7.085,0.0037,13527,420766.58,254522,776891.51,66.8354
14-Sep-16,8920.95,8953.75,8897.95,8943.55,317096697,12160.32,24.68,3.27,1.29,7.082,7.085,7.085,7.082,-0.0004,10588,328790.8,250683,747564.08,66.8593
15-Sep-16,8961.2,8965.25,8914.35,8950.6,293670166,10033.72,24.69,3.27,1.29,7.067,7.064,7.067,7.064,-0.0021,14669,454555.3,211046,620309.18,66.9323
16-Sep-16,8991.95,9060.2,8956.05,8986.25,454788667,18900.53,24.79,3.28,1.31,7.052,7.06,7.06,7.052,-0.0021,10549,325630.69,183734,533649.96,67.0268
19-Sep-16,8997.9,9029.65,8980.9,9015.05,240152450,10113.37,24.87,3.29,1.31,7.054,7.051,7.054,7.051,0.0003,10268,317549.08,196745,579277.26,66.9836
20-Sep-16,9023.45,9024.9,8970.65,8987.3,241358968,10213.73,24.8,3.28,1.31,7.065,7.062,7.065,7.062,0.0016,11038,341651.74,214743,632867.41,66.9881
21-Sep-16,9002.95,9038.15,8969.15,8987.45,239363227,10127.72,24.84,3.28,1.31,7.04,7.048,7.048,7.04,-0.0035,14026,436437.21,222944,677078.68,66.9338
22-Sep-16,9083.65,9104.35,9046.45,9083.9,277984556,12221.34,25.16,3.31,1.3,6.977,6.982,6.982,6.977,-0.0089,15723,491783.97,174840,540387.58,66.7105
23-Sep-16,9098.25,9101.8,9044.55,9054.75,307994442,13283.3,24.98,3.3,1.3,6.966,6.96,6.966,6.96,-0.0016,10589,331293.27,327588,1001626.23,66.6862
26-Sep-16,9034.05,9034.85,8947.6,8956.4,270194295,11311.85,24.7,3.26,1.31,6.936,6.933,6.936,6.933,-0.0043,9546,298811.56,242077,734538.03,66.6386
27-Sep-16,8983.65,9003.3,8923.55,8940.5,248469632,9945.2,24.65,3.26,1.32,6.936,6.918,6.936,6.918,0,16103,501147.9,242432,728558.8,66.5342
28-Sep-16,8947.55,9004.4,8938.75,8983.8,284783804,11271.17,24.74,3.27,1.32,6.923,6.931,6.931,6.923,-0.0019,12507,387372.53,366244,1105424.52,66.397
29-Sep-16,9032.15,9040.2,8762.55,8799.95,639020154,25842.45,24.16,3.2,1.34,7.015,6.935,7.015,6.935,0.0133,17182,534338.8,233857,741516.84,66.7059
30-Sep-16,8789.8,8868.9,8763.4,8844.2,295941744,11957.29,24.34,3.28,1.33,6.962,6.975,6.975,6.962,-0.0076,20506,638200.53,174142,555746.36,66.6006
3-Oct-16,8900,9000.95,8875.15,8992.55,251753648,10452.29,24.79,3.33,1.3,6.9,6.913,6.913,6.9,-0.0089,9742,301102.02,201811,651333.27,66.4788
4-Oct-16,9025.5,9039.15,8991.55,9029.2,305413005,11563.79,24.94,3.35,1.3,6.841,6.907,6.907,6.841,-0.0086,19697,600353.94,172246,559554.85,66.5
5-Oct-16,9066.25,9067.15,8993.9,9010,265570742,9964.98,24.39,3.34,1.3,6.798,6.821,6.821,6.798,-0.0063,14096,422575.11,168654,557913.17,66.5236
6-Oct-16,9036.7,9057.75,8950.65,8979.25,281810646,11504.19,24.48,3.33,1.31,6.823,6.82,6.823,6.82,0.0037,13593,404609.45,159965,534466.33,66.7004
7-Oct-16,8995.2,9000.45,8929.6,8965.3,245236074,10778.07,24.44,3.32,1.31,6.849,6.835,6.849,6.835,0.0038,20100,595680.05,175946,590145.93,66.6215
10-Oct-16,9004.35,9014.5,8966.6,8971.95,180284707,7209.6,24.33,3.32,1.31,6.819,6.812,6.819,6.812,-0.0044,9212,273735.49,178601,600952.45,66.5266
13-Oct-16,8937.65,8946.85,8792.3,8832.3,318513762,13681.62,24.11,3.27,1.33,6.83,6.828,6.83,6.828,0.0016,12938,385487.9,188289,631047.97,66.8405
14-Oct-16,8854.75,8865.75,8809.4,8847.3,237657698,11936.28,23.94,3.27,1.33,6.854,6.831,6.854,6.831,0.0035,14679,434956.79,151226,510738.29,66.7122
17-Oct-16,8875.75,8877.9,8769.05,8784.45,285016597,11127.28,23.96,3.25,1.34,6.845,6.855,6.855,6.845,-0.0013,11284,334827.59,151458,506539.54,66.7639
18-Oct-16,8821.05,8953.9,8820.9,8945.6,304527836,11909.11,24.2,3.31,1.31,6.815,6.819,6.819,6.815,-0.0044,13552,403451.81,158877,532593.66,66.7356
19-Oct-16,8968.55,8969.55,8908.8,8933.9,258493922,10439.87,24.36,3.31,1.31,6.819,6.819,6.819,6.819,0.0006,11689,349366.49,190816,655224.08,66.6568
20-Oct-16,8969.8,9001.4,8951.25,8970.3,264119789,9934.96,24.42,3.32,1.31,6.849,6.833,6.849,6.833,0.0044,13032,390451.93,130415,446383.76,66.7584
21-Oct-16,8981.3,8981.4,8923.7,8967.55,243285551,10267.1,24.21,3.32,1.31,6.85,6.838,6.85,6.838,0.0001,12276,367084.67,174954,594777.43,66.8193
24-Oct-16,8985.8,9005.85,8955.85,8977.1,237536455,8907.98,24.2,3.32,1.31,6.856,6.832,6.856,6.832,0.0009,17502,521767.95,149213,504023.5,66.8273
25-Oct-16,8989.25,8989.6,8930.05,8963.45,264876237,10636.78,24.18,3.32,1.31,6.871,6.86,6.871,6.86,0.0022,12634,377289.29,155360,524814.71,66.822
26-Oct-16,8931.3,8931.3,8862.4,8883.15,311574198,12350.22,24.22,3.29,1.32,6.872,6.868,6.872,6.868,0.0001,11067,331044.3,211945,702518.34,66.836
27-Oct-16,8873.5,8875.95,8807.05,8866.15,357689193,16316.8,24.15,3.28,1.32,6.89,6.878,6.89,6.878,0.0026,8662,259003.81,171654,570433.2,66.8826
28-Oct-16,8879.25,8916.55,8842.1,8906.05,301181058,12638.54,24.26,3.3,1.32,6.886,6.906,6.906,6.886,-0.0006,12113,362453.92,143412,474375.29,66.8488
30-Oct-16,8941.45,8948,8891.3,8900.55,30798558,1135.95,24.25,3.29,1.32,#N/A,#N/A,#N/A,#N/A,#N/A,1371,41201.89,6992,22878.16,66.733
1-Nov-16,8928.25,8949.75,8892,8904.4,302187205,11946.69,24.26,3.3,1.32,6.911,6.886,6.911,6.886,0.0036,9475,285937.9,181687,570274.08,66.7288
2-Nov-16,8819.25,8820.85,8771.55,8781.1,263437514,10550.05,23.92,3.25,1.34,6.902,6.916,6.916,6.902,-0.0013,13101,399503.93,183418,560776.98,66.7392
3-Nov-16,8767.15,8807.15,8725.7,8736.15,285503345,10544.11,23.8,3.23,1.34,6.821,6.809,6.821,6.809,-0.0117,16769,509883.27,153516,465288.71,66.7119
